    3.131519        3.078198        3.086661        3.152173     
    3.142217        3.087394        3.127837        3.173853     
    3.030787        3.040655        3.169547        3.152050     
    3.074761        3.058470        3.076885        3.142576     
    3.251390        3.258309        3.025599        2.984321     
    3.112143        3.133831        3.095572        3.080908     
    3.078590        3.110227        3.155858        3.121245     
    3.036163        3.059047        3.169531        3.194447     
    3.125619        3.092765        3.100833        3.090457     
    3.062522        3.044753        3.068983        3.124111    
