  -0.7361802       0.1909491        10.68237       4.3178897E-02 
  -0.8503508        1.691578        9.294065        2.470302     
   -1.790019        4.001407      -0.1300383        1.299698     
    3.634777        8.754060        2.774258       -4.511097     
   0.4672079        1.909516        7.903716      -0.5766192     
   -3.866520        1.588816        4.403898        1.993697     
    3.583507        6.831746       -2.251761       -2.487751     
  -2.9311046E-02    4.300064        10.15240        1.539535     
    3.496404        8.353679        7.412852        1.616839     
   -1.937748       -2.527316        1.743243       -1.705738    
