    4.937159        5.324805        5.397609        4.895932     
    4.586637        4.880082        5.148420        5.059220     
    5.029429        5.076791        4.827762        4.629269     
    5.018467        5.527227        5.262484        4.551723     
    4.481759        4.966002        5.321730        5.248561     
    4.927293        4.718900        4.858980        5.152663     
    5.195728        4.992852        4.903830        4.999167     
    5.057296        4.991605        4.960449        5.030403     
    5.022303        4.887608        4.881377        5.080136     
    5.194788        5.039963        4.807939        4.737508    
