  -0.1879144       -3.947700      -0.8330284       0.4516173     
    8.917125        1.685210       -1.412596       0.3367366     
    5.710654        1.215545       -3.024375       0.8667809     
    7.500983      -0.5474169        4.480969        3.278735     
    3.440768        3.300330       -4.594080       0.6826155     
    2.469761        5.987063       0.2516789       -3.738698     
    1.605536       -1.348971        1.655029        10.83696     
    1.041800        2.080588      -3.6728851E-02    1.372417     
    2.647182        4.306086        5.048924       0.7959433     
   -5.214392       0.9285116        4.209404        9.694549    
