    9.865100      -0.6855416       0.2450244       -3.539726     
  -0.1076052        8.260810      -0.9872622        6.171366     
    7.025353       2.9149070E-02    1.970346        3.674009     
    4.129664       -1.057744       -2.713208        2.104449     
    6.128906        3.704001       -1.571700       -3.572726     
   0.7126473        3.809869        8.107560      -0.5881307     
    2.007375       -1.544565       -3.150666        4.675353     
    3.347837       -3.191633        4.256780        2.478558     
    7.099363        9.027133       -1.892644        4.417942     
    7.573674       0.3836204       2.1457866E-02    7.502510    
