    3.098995        3.099041        3.099366        3.101270     
    3.110003        3.138484        3.190331        3.185935     
    3.016386        3.013745        3.132372        3.136306     
    3.090103        3.091152        3.113552        3.146622     
    3.203711        3.198175        3.003400        3.001302     
    3.137446        3.141777        3.088226        3.086984     
    3.101198        3.101495        3.098624        3.098572     
    3.099038        3.099046        3.098983        3.098982     
    3.098989        3.098989        3.098989        3.098989     
    3.098989        3.098989        3.098989        3.098989    
