            1    6.774590    
            2   0.2892351    
            3    5.663676    
            4  -0.3678848    
            5  -0.4830870    
            6   -1.638215    
            7    7.936851    
            8    1.352454    
            9   -1.462880    
           10   0.9912977    
           11    2.797259    
           12    8.232927    
           13   0.2521632    
           14   -4.311094    
           15    1.281989    
           16    9.383898    
           17   0.1076628    
           18   -2.256391    
           19  -0.8256822    
           20  -1.7476633E-02
           21    3.535798    
           22    7.252616    
           23   -3.948231    
           24    2.784683    
           25   -2.968553    
           26  -0.3181226    
           27    1.578045    
           28    6.026351    
           29    9.243824    
           30   0.9460863    
           31    5.175514    
           32    10.85845    
           33   0.7580066    
           34  -0.9651474    
           35    3.392847    
           36    6.474979    
           37   -2.738891    
           38   -1.287304    
           39   -1.228681    
           40    6.683582    
