            1    3.058100    
            2    3.028764    
            3    3.037888    
            4    3.102274    
            5    3.121757    
            6    3.222023    
            7    3.108350    
            8    3.136253    
            9    3.050179    
           10    3.046473    
           11    3.150511    
           12    3.209720    
           13    3.012808    
           14    2.915542    
           15    3.123372    
           16    3.122148    
           17    3.153733    
           18    3.160799    
           19    3.061476    
           20    2.966872    
           21    3.110213    
           22    3.084968    
           23    3.095173    
           24    3.044088    
           25    3.073731    
           26    3.088435    
           27    3.075041    
           28    3.094814    
           29    3.133446    
           30    3.138534    
           31    3.090055    
           32    3.109072    
           33    3.136770    
           34    3.096691    
           35    3.177917    
           36    2.998767    
           37    3.125026    
           38    3.004314    
           39    3.147687    
           40    3.166303    
