            1  -3.4717031E-02
            2   6.7676015E-02
            3   2.3036541E-02
            4   6.1804824E-02
            5   2.6320918E-02
            6   3.9383680E-02
            7  -4.5662187E-02
            8   6.4921185E-02
            9   7.1887597E-02
           10   5.4146494E-03
           11   1.9804750E-02
           12   2.0886460E-02
           13   1.2728626E-02
           14  -1.7105630E-02
           15   1.4643521E-02
           16   3.1101715E-02
           17   2.4987841E-02
           18   9.5764540E-02
           19   1.2062578E-02
           20   1.4263617E-02
           21  -7.5151369E-02
           22  -9.2455320E-02
           23  -3.4566959E-03
           24  -1.1830828E-03
           25  -2.0763543E-02
           26   1.0959895E-02
           27   0.1381364    
           28  -1.9918865E-02
           29  -6.7195632E-03
           30   1.0404120E-02
           31  -3.0239746E-02
           32  -5.5436715E-02
           33  -4.6381956E-05
           34   3.5072859E-02
           35  -4.0728771E-03
           36  -5.0905878E-03
           37   5.6195304E-02
           38   4.7327433E-02
           39   7.0211571E-03
           40   1.2354919E-02
