            1   0.5086359    
            2    10.85171    
            3   -2.967146    
            4   -1.873849    
            5   -3.219039    
            6    3.165520    
            7    5.098476    
            8    1.779453    
            9    5.531518    
           10    1.319347    
           11   -1.446275    
           12   0.7574775    
           13    11.25711    
           14    2.976995    
           15  -0.4618324    
           16    3.482803    
           17  -0.2386177    
           18    2.179731    
           19    6.235903    
           20    5.838328    
           21   -3.077988    
           22   -2.258456    
           23  -0.7305052    
           24    6.035677    
           25    7.088934    
           26  -0.8621311    
           27    2.780588    
           28    1.761778    
           29    3.084377    
           30    3.572176    
           31    4.315233    
           32  -0.9230384    
           33   -1.033005    
           34    1.956044    
           35    5.588249    
           36   -1.770774    
           37   0.5142024    
           38    10.48940    
           39   -1.015666    
           40   -2.328732    
