            1   -1.805828    
            2    3.507334    
            3    2.686173    
            4    5.086184    
            5    6.840395    
            6   -1.249222    
            7    6.650445    
            8    2.534433    
            9    1.080528    
           10    6.625054    
           11    1.996367    
           12   -5.088408    
           13    3.215501    
           14    1.375645    
           15  -0.5562651    
           16    8.489861    
           17    2.432667    
           18  -0.3381754    
           19    3.480961    
           20    6.634570    
           21    4.463215    
           22    3.413889    
           23   0.4842552    
           24   -3.199502    
           25    1.643631    
           26    1.432852    
           27    6.291780    
           28    5.135119    
           29   -2.064152    
           30    4.081951    
           31    10.42463    
           32   0.3647115    
           33    1.658398    
           34    1.523429    
           35  -0.1191846    
           36    3.611944    
           37    3.132001    
           38    4.542393    
           39    11.00343    
           40   0.8842490    
