            1    6.056608    
            2    6.015655    
            3    6.084222    
            4    6.236202    
            5    6.567552    
            6    6.704157    
            7    6.286816    
            8    5.428622    
            9    5.306771    
           10    6.135485    
           11    7.273946    
           12    6.814404    
           13    4.641128    
           14    4.088270    
           15    6.158805    
           16    8.660266    
           17    6.852473    
           18    2.560869    
           19    2.735939    
           20    5.691793    
           21    9.188931    
           22    7.867066    
           23    2.401381    
           24    2.283251    
           25    5.164961    
           26    9.129520    
           27    7.954496    
           28    2.657877    
           29    3.405105    
           30    6.968037    
           31    8.830953    
           32    5.671260    
           33    4.182698    
           34    5.883843    
           35    7.382173    
           36    6.524051    
           37    5.590829    
           38    5.979931    
           39    6.516825    
           40    6.308132    
