            1    7.828115    
            2   -7.793949    
            3    6.567805    
            4    3.402240    
            5    5.423794    
            6    3.045537    
            7   -4.017081    
            8    2.429183    
            9    12.35033    
           10    1.538910    
           11    2.098539    
           12    1.366988    
           13   -3.719136    
           14   -1.416058    
           15  -0.8602058    
           16    1.521930    
           17    4.014819    
           18    4.215069    
           19   -2.203673    
           20   -1.991372    
           21    1.169740    
           22    8.005157    
           23   0.3148583    
           24   -2.312209    
           25   -3.176814    
           26  -0.9486764    
           27    5.149871    
           28    4.843973    
           29   -5.661115    
           30    1.386403    
           31    2.633697    
           32   0.3790123    
           33    6.737370    
           34    6.391339    
           35   -4.818108    
           36    2.882729    
           37    9.217628    
           38    2.036633    
           39   -1.638476    
           40    4.407657    
