            1    4.592870    
            2   -1.018331    
            3   -1.153066    
            4   0.5196365    
            5    1.499687    
            6    7.725524    
            7    5.235580    
            8   0.4022670    
            9    2.152368    
           10    6.226778    
           11    9.518302    
           12   -2.264394    
           13   0.6002951    
           14    2.409656    
           15    4.905283    
           16    5.821178    
           17    1.320683    
           18   -2.912615    
           19   -1.242291    
           20   0.8466898    
           21    4.343870    
           22    7.423954    
           23    1.173054    
           24   -1.231311    
           25    5.114263    
           26    7.139477    
           27  -0.2826879    
           28    4.064757    
           29    5.241799    
           30   -1.096241    
           31    3.631472    
           32    10.02271    
           33    4.054099    
           34   -2.289377    
           35   -2.970031    
           36  -0.3430719    
           37    2.283036    
           38    11.24816    
           39    3.774114    
           40  -0.1697446    
