            1    1.449171    
            2    10.32727    
            3    2.352348    
            4   -2.398072    
            5    1.024441    
            6    5.939936    
            7    4.068315    
            8  -0.7797126    
            9    4.073006    
           10    5.024097    
           11   -3.932034    
           12    2.584872    
           13    3.930530    
           14    5.824412    
           15   -2.729032    
           16   -2.395135    
           17    1.165698    
           18    4.679910    
           19    6.250786    
           20   -3.270493    
           21   -3.867364    
           22   -3.511162    
           23    8.430608    
           24    3.152032    
           25   -4.723674    
           26    2.762958    
           27    5.547949    
           28  -0.2586865    
           29    4.454223    
           30    4.366358    
           31    5.180481    
           32   0.4963923    
           33   -2.247887    
           34   3.2120220E-02
           35  -0.2971010    
           36    8.040472    
           37    6.116628    
           38   -2.440867    
           39    2.609685    
           40   -1.551587    
