            1    5.295322    
            2    8.516256    
            3   -2.344109    
            4    3.581036    
            5    3.848180    
            6    5.370911    
            7    6.518779    
            8   -3.711778    
            9    1.041043    
           10    1.671724    
           11    2.945969    
           12    5.676351    
           13    7.158880    
           14   -3.174340    
           15    2.572172    
           16    7.024058    
           17    6.680143    
           18   -2.587436    
           19   0.2931015    
           20   -1.996926    
           21   3.3474690E-03
           22    1.387992    
           23    4.602674    
           24    6.938133    
           25   -1.916029    
           26  -0.3874348    
           27    2.898668    
           28    10.18085    
           29  -0.6581495    
           30    1.494982    
           31    1.914478    
           32    1.170632    
           33    2.539842    
           34    5.418405    
           35   0.4095778    
           36   -3.347767    
           37   -2.612817    
           38    7.608142    
           39    6.132019    
           40  -0.4895078    
