            1    5.045415    
            2    5.093103    
            3    5.049035    
            4    5.018170    
            5    5.018556    
            6    4.984617    
            7    4.947482    
            8    5.047089    
            9    5.222446    
           10    5.202887    
           11    5.019796    
           12    4.907864    
           13    5.158874    
           14    5.256472    
           15    5.112646    
           16    4.811781    
           17    4.714678    
           18    4.980563    
           19    5.232053    
           20    5.301048    
           21    4.978415    
           22    4.670606    
           23    4.846796    
           24    5.336870    
           25    5.249142    
           26    4.852588    
           27    4.864831    
           28    5.103045    
           29    5.061027    
           30    5.012941    
           31    5.014397    
           32    5.058445    
           33    5.070854    
           34    5.039746    
           35    4.996417    
           36    5.031069    
           37    5.047595    
           38    5.103065    
           39    5.032894    
           40    5.049759    
