            1    5.904341    
            2   -1.117207    
            3    4.639989    
            4    3.984645    
            5   -4.648529    
            6    3.219124    
            7    4.037450    
            8    5.051690    
            9    3.376114    
           10   -2.969595    
           11    1.069646    
           12    2.915351    
           13    8.277372    
           14    3.118465    
           15    4.590666    
           16    2.381188    
           17    1.882882    
           18    6.058326    
           19    3.429753    
           20   -3.168197    
           21    3.476954    
           22    1.689312    
           23    2.785088    
           24    9.810215    
           25    1.874986    
           26   -7.156606    
           27    1.048495    
           28    3.213444    
           29    11.54025    
           30    6.572032    
           31   -1.769423    
           32    3.166134    
           33    3.319708    
           34    3.801921    
           35    2.457129    
           36    3.306014    
           37    7.744543    
           38    5.426607    
           39  -4.1948024E-02
           40    5.338999    
