            1   -1.581037    
            2    3.244306    
            3    8.244169    
            4    2.769197    
            5    2.927431    
            6    5.646380    
            7    4.445334    
            8   -1.807617    
            9   -2.178196    
           10   0.5907030    
           11    3.222196    
           12    6.504324    
           13  -0.5550921    
           14   -4.983062    
           15   -1.097662    
           16    6.190268    
           17    1.256242    
           18   -2.035653    
           19    1.328439    
           20    6.984295    
           21   -1.736498    
           22   0.1057350    
           23    1.964513    
           24    5.769582    
           25    5.729720    
           26   -1.287594    
           27   -1.254179    
           28    5.202679    
           29    8.817932    
           30    3.164450    
           31    4.360537    
           32   -2.673198    
           33    2.263549    
           34    3.380213    
           35    4.824507    
           36    6.464435    
           37    8.114781    
           38    4.108916    
           39   -5.759302    
           40   -2.222678    
