            1    3.138429    
            2    6.275521    
            3    7.189997    
            4   -2.506850    
            5    2.160737    
            6    6.538917    
            7   -1.704106    
            8   -3.544358    
            9   -2.884486    
           10    6.449664    
           11    7.642917    
           12   -2.002882    
           13    4.007245    
           14   -2.060493    
           15   0.4298139    
           16   0.3086014    
           17    2.629021    
           18    6.305941    
           19    2.750413    
           20   -3.594671    
           21    1.000617    
           22    4.372032    
           23    9.994061    
           24   0.7285579    
           25    1.557632    
           26    1.569906    
           27  -0.9847755    
           28    1.568958    
           29    8.193331    
           30  -0.5523859    
           31   -4.473579    
           32   0.9316317    
           33   -2.363081    
           34    9.057901    
           35    4.424609    
           36    2.333986    
           37    3.461656    
           38    2.989867    
           39    3.343850    
           40    3.011407    
