            1    5.072746    
            2   0.4962628    
            3    4.858004    
            4    11.13199    
            5    3.221200    
            6    3.769777    
            7   -3.147407    
            8   -1.011772    
            9    6.128309    
           10    3.088318    
           11   -2.981546    
           12    4.944114    
           13    7.448650    
           14   0.5686962    
           15    3.070244    
           16    5.341658    
           17    1.483891    
           18   -2.775549    
           19    1.105764    
           20    2.278287    
           21    5.391021    
           22    6.301735    
           23  -0.5121440    
           24    3.894295    
           25    1.817420    
           26    1.149293    
           27    4.976668    
           28  -0.4534497    
           29   -2.235418    
           30   -2.518269    
           31    5.162880    
           32    3.262837    
           33   -5.476517    
           34    2.414171    
           35    1.381836    
           36   -2.482891    
           37    2.218099    
           38    8.668911    
           39    2.202570    
           40    4.829892    
