            1    4.509316    
            2    6.190051    
            3    5.539362    
            4    2.092103    
            5    3.670342    
            6  -0.9467327    
            7    3.232865    
            8    3.961740    
            9    6.232724    
           10   0.4595554    
           11  -0.2728861    
           12    1.153479    
           13    8.165501    
           14    5.410462    
           15   -1.941742    
           16    5.430642    
           17    2.682222    
           18   -1.854755    
           19    1.070843    
           20    1.660383    
           21    5.440212    
           22  -0.9329468    
           23   -2.942157    
           24  -0.3921528    
           25    5.421112    
           26    9.049087    
           27    3.663438    
           28   -1.375751    
           29   -2.718719    
           30    1.725543    
           31    8.449389    
           32    5.612825    
           33  -0.5663326    
           34   -1.399537    
           35  -0.6168150    
           36  -0.3876203    
           37    1.349885    
           38    1.612298    
           39    4.753889    
           40    8.190538    
