            1    1.023369    
            2    14.57890    
            3  -0.8941232    
            4   -1.180692    
            5    3.357556    
            6    12.01071    
            7    9.309741    
            8   4.6809543E-02
            9   0.1411396    
           10  -0.1014120    
           11    1.089502    
           12    3.325352    
           13    7.884995    
           14    1.313172    
           15   -7.590725    
           16   0.6491668    
           17  -0.1618169    
           18    1.753576    
           19    7.053770    
           20   -2.353213    
           21   -6.879632    
           22    1.402536    
           23    6.014812    
           24    5.441714    
           25    2.677656    
           26   -6.142945    
           27    5.576504    
           28    4.671296    
           29    4.903998    
           30    4.994311    
           31   -5.429642    
           32    3.397206    
           33    11.27344    
           34    1.809942    
           35   -8.313283    
           36    2.432024    
           37   0.6745822    
           38    12.72974    
           39   0.9028418    
           40   -3.933147    
