            1   -4.775508    
            2   0.6180206    
            3    6.621010    
            4    3.256957    
            5   0.6296648    
            6    3.410258    
            7    6.728600    
            8   -1.856154    
            9    1.589438    
           10    2.887889    
           11    5.771007    
           12   -3.380404    
           13  -0.4323094    
           14  -0.4090679    
           15    7.188540    
           16    3.096440    
           17   -4.477714    
           18    2.713563    
           19    5.439259    
           20    6.110596    
           21    6.558640    
           22    2.422384    
           23    2.405481    
           24    6.880556    
           25    3.801911    
           26    2.265336    
           27    6.709531    
           28    2.954648    
           29   -6.243708    
           30   0.7188556    
           31    6.329307    
           32  -0.6419692    
           33   -4.573228    
           34   -2.955250    
           35    8.196496    
           36   0.1276264    
           37    1.107522    
           38    2.667388    
           39    9.705737    
           40    1.734028    
