   1.5826520E-02  -1.5553418E-02  -3.1494781E-02   1.8983245E-02 
   5.1515345E-02   9.8604672E-03  -2.4137808E-02   0.1718430     
  -3.9715588E-02  -2.1119405E-02   1.8515177E-02   2.5707664E-02 
   2.5671950E-02   1.4259825E-02  -2.5175512E-02  -3.9262716E-02 
  -1.0677340E-02   0.2548907       4.5857340E-02   4.0745012E-02 
   1.3401095E-02  -4.0360899E-03   2.2135531E-03   4.5393272E-03 
  -2.0555899E-02  -3.3507537E-02   1.9523608E-02   6.0895100E-02 
   1.4937952E-03  -5.0682429E-02  -2.0444316E-03   4.9889930E-02 
   5.1837888E-02   5.2146308E-02   4.5736108E-02   3.0451067E-02 
   1.4099630E-02  -2.7223691E-02  -6.2129777E-02  -3.7666593E-02
